,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80
594,"(6, 8)","(8, 6)","(6, 3)","(3, 8)","(8, 1)","(1, 2)","(2, 5)","(5, 4)","(4, 5)","(5, 3)","(3, 1)","(1, 1)","(1, 7)","(7, 5)","(5, 2)","(2, 6)","(6, 2)","(2, 3)","(3, 5)","(5, 0)","(0, 3)","(3, 7)","(7, 7)","(7, 8)","(8, 8)","(8, 4)","(4, 1)","(1, 3)","(3, 2)","(2, 2)","(2, 0)","(0, 7)","(7, 0)","(0, 4)","(4, 0)","(0, 5)","(5, 6)","(6, 0)","(0, 0)","(0, 1)","(1, 5)","(5, 7)","(7, 1)","(1, 6)","(6, 1)","(1, 8)","(8, 0)","(5, 5)","(6, 5)","(3, 0)","(1, 0)","(2, 7)","(7, 2)","(2, 4)","(4, 8)","(8, 5)","(4, 3)","(3, 4)","(4, 4)","(8, 3)",,,,,,,,,,,,,,,,,,,,,
595,"(1, 8)","(8, 3)","(3, 5)","(5, 2)","(2, 4)","(4, 3)","(3, 3)","(3, 8)","(8, 0)","(0, 1)","(1, 6)","(6, 8)","(8, 5)","(5, 6)","(6, 2)","(2, 2)","(2, 8)","(8, 6)","(6, 5)","(5, 4)","(4, 5)","(0, 7)","(7, 0)","(0, 6)","(6, 0)","(0, 3)","(3, 6)","(6, 7)","(7, 3)","(3, 7)","(7, 5)","(6, 1)","(1, 2)","(2, 1)","(1, 1)","(1, 4)","(4, 4)","(4, 7)","(7, 1)","(1, 5)","(3, 1)","(1, 3)","(3, 2)","(2, 0)","(0, 4)","(4, 8)","(8, 8)","(8, 4)","(4, 0)","(0, 8)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,"(2, 1)","(1, 4)","(4, 5)","(5, 0)","(0, 1)","(1, 5)","(5, 6)","(6, 7)","(7, 7)","(7, 6)","(6, 6)","(6, 8)","(8, 0)","(0, 6)","(6, 0)","(0, 5)","(5, 4)","(4, 6)","(6, 1)","(1, 3)","(3, 5)","(5, 3)","(3, 0)","(0, 8)","(8, 1)","(2, 4)","(4, 3)","(3, 3)","(3, 8)","(8, 7)","(7, 3)","(3, 7)","(7, 4)","(4, 8)","(8, 5)","(5, 5)","(5, 1)","(4, 1)","(2, 0)","(0, 0)","(0, 3)","(3, 1)","(3, 2)","(2, 8)","(8, 8)","(8, 2)","(2, 5)","(5, 7)","(7, 8)","(8, 4)","(4, 4)","(6, 3)","(6, 4)","(2, 7)","(7, 2)","(2, 6)","(6, 5)","(5, 2)","(0, 7)","(7, 0)","(0, 4)","(6, 2)","(7, 1)","(5, 8)","(8, 6)","(8, 3)",,,,,,,,,,,,,,,
597,"(0, 2)","(2, 6)","(6, 3)","(3, 3)","(3, 2)","(2, 8)","(8, 5)","(5, 3)","(3, 1)","(1, 1)","(1, 3)","(3, 0)","(0, 4)","(4, 0)","(0, 8)","(8, 6)","(6, 6)","(6, 4)","(4, 7)","(7, 8)","(8, 8)","(8, 2)","(2, 4)","(4, 5)","(5, 1)","(1, 8)","(8, 7)","(7, 1)","(1, 6)","(6, 1)","(1, 5)","(5, 0)","(0, 5)","(5, 4)","(4, 3)","(3, 6)","(6, 7)","(7, 2)","(2, 2)","(2, 3)","(7, 7)","(7, 6)","(6, 8)","(8, 4)","(4, 1)","(1, 2)","(2, 7)","(7, 4)","(4, 2)","(2, 0)","(1, 4)","(4, 6)","(5, 7)","(5, 5)",,,,,,,,,,,,,,,,,,,,,,,,,,,
598,"(7, 3)","(3, 3)","(3, 2)","(2, 3)","(3, 5)","(5, 6)","(6, 5)","(5, 8)","(8, 5)","(5, 5)","(5, 7)","(7, 4)","(4, 5)","(5, 0)","(0, 2)","(2, 8)","(8, 6)","(6, 7)","(7, 1)","(1, 1)","(1, 0)","(0, 5)","(5, 3)","(3, 6)","(6, 2)","(2, 5)","(5, 1)","(1, 4)","(4, 7)","(7, 0)","(0, 8)","(8, 1)","(1, 3)","(3, 0)","(0, 0)","(0, 7)","(7, 8)","(8, 2)","(2, 7)","(7, 5)","(5, 4)","(4, 4)","(4, 6)","(6, 3)","(4, 1)","(1, 6)","(6, 8)","(8, 0)","(0, 1)","(1, 2)","(2, 6)","(7, 7)","(7, 2)","(2, 1)","(2, 4)","(4, 0)","(2, 2)","(4, 2)","(4, 3)","(7, 6)","(4, 8)",,,,,,,,,,,,,,,,,,,,
599,"(4, 3)","(3, 4)","(4, 2)","(2, 7)","(7, 7)","(7, 3)","(3, 1)","(1, 3)","(3, 6)","(6, 0)","(0, 5)","(5, 5)","(5, 0)","(0, 4)","(4, 8)","(8, 3)","(3, 8)","(8, 1)","(1, 2)","(2, 3)","(3, 5)","(5, 8)","(8, 7)","(7, 1)","(1, 4)","(4, 7)","(7, 8)","(8, 5)","(5, 4)","(4, 5)","(5, 1)","(1, 0)","(0, 1)","(1, 7)","(7, 6)","(6, 7)","(6, 2)","(2, 6)","(6, 6)","(6, 1)","(1, 5)","(5, 2)","(2, 5)","(0, 2)","(2, 8)","(8, 0)","(0, 6)","(6, 5)","(0, 8)","(8, 8)","(8, 6)","(6, 4)","(4, 0)","(0, 3)","(3, 7)","(2, 0)","(0, 7)","(4, 6)","(1, 6)","(8, 4)",,,,,,,,,,,,,,,,,,,,,
600,"(8, 0)","(0, 6)","(6, 5)","(5, 5)","(5, 0)","(0, 2)","(2, 7)","(7, 0)","(0, 7)","(7, 7)","(7, 8)","(8, 2)","(2, 2)","(2, 1)","(1, 8)","(8, 5)","(5, 2)","(2, 0)","(0, 5)","(5, 6)","(6, 2)","(2, 6)","(6, 8)","(8, 7)","(7, 4)","(4, 4)","(4, 7)","(7, 5)","(5, 3)","(3, 4)","(4, 3)","(3, 0)","(0, 0)","(0, 1)","(1, 6)","(3, 8)","(8, 8)","(8, 6)","(5, 7)","(7, 6)","(4, 0)","(0, 4)","(4, 6)","(2, 8)","(8, 1)","(1, 7)","(7, 3)","(1, 4)","(2, 3)","(1, 5)","(5, 1)","(1, 2)","(2, 4)","(1, 1)","(7, 1)","(7, 2)","(2, 5)",,,,,,,,,,,,,,,,,,,,,,,,
601,"(2, 6)","(6, 4)","(4, 1)","(1, 8)","(8, 7)","(7, 3)","(3, 1)","(1, 5)","(5, 5)","(5, 0)","(0, 2)","(2, 1)","(1, 6)","(6, 1)","(1, 4)","(4, 8)","(8, 5)","(5, 3)","(3, 8)","(8, 2)","(2, 4)","(4, 6)","(6, 2)","(2, 8)","(8, 3)","(3, 4)","(4, 2)","(2, 3)","(3, 0)","(0, 1)","(1, 0)","(0, 4)","(4, 0)","(0, 3)","(3, 5)","(5, 7)","(7, 7)","(7, 8)","(8, 0)","(0, 6)","(6, 5)","(5, 8)","(8, 1)","(1, 2)","(2, 2)","(6, 7)","(7, 5)","(5, 1)","(3, 2)","(7, 0)","(0, 7)","(7, 1)","(7, 4)","(7, 6)","(5, 6)","(0, 0)","(5, 2)","(8, 4)","(8, 6)","(5, 4)",,,,,,,,,,,,,,,,,,,,,
602,"(8, 6)","(6, 4)","(4, 8)","(8, 5)","(5, 4)","(4, 4)","(4, 2)","(2, 4)","(4, 7)","(7, 2)","(2, 5)","(5, 0)","(0, 7)","(7, 0)","(0, 5)","(5, 5)","(5, 3)","(3, 0)","(0, 2)","(2, 2)","(2, 0)","(0, 4)","(4, 3)","(3, 2)","(2, 6)","(6, 1)","(1, 2)","(2, 8)","(8, 1)","(1, 1)","(1, 7)","(7, 7)","(7, 3)","(3, 5)","(5, 1)","(1, 6)","(6, 6)","(6, 5)","(5, 8)","(8, 4)","(4, 1)","(1, 5)","(5, 7)","(7, 8)","(8, 3)","(3, 3)","(3, 1)","(1, 8)","(8, 2)","(2, 7)","(7, 4)","(4, 0)","(0, 6)","(6, 3)","(3, 8)","(8, 7)","(7, 6)","(7, 5)","(0, 0)","(0, 1)","(1, 4)","(4, 5)","(2, 1)","(1, 3)","(3, 4)","(4, 6)","(3, 7)","(0, 3)","(0, 8)","(8, 0)","(1, 0)","(8, 8)",,,,,,,,,
603,"(0, 4)","(4, 3)","(3, 1)","(1, 8)","(8, 6)","(6, 6)","(6, 0)","(0, 0)","(0, 7)","(7, 3)","(3, 4)","(4, 8)","(8, 0)","(0, 2)","(2, 7)","(7, 8)","(8, 5)","(5, 8)","(8, 8)","(8, 3)","(3, 6)","(6, 8)","(8, 4)","(4, 4)","(4, 0)","(0, 8)","(5, 5)","(5, 0)","(0, 1)","(1, 6)","(6, 1)","(1, 3)","(3, 8)","(6, 7)","(7, 2)","(2, 3)","(3, 0)","(4, 6)","(1, 7)","(7, 5)","(5, 2)","(2, 4)","(4, 5)","(5, 6)","(1, 1)","(1, 5)","(5, 4)","(4, 1)","(1, 0)","(2, 0)","(1, 4)","(4, 2)","(2, 5)","(5, 1)","(7, 6)","(7, 7)","(7, 4)","(5, 7)","(2, 1)","(2, 2)","(2, 6)","(2, 8)",,,,,,,,,,,,,,,,,,,
604,"(4, 2)","(2, 1)","(1, 3)","(3, 8)","(8, 4)","(4, 0)","(0, 7)","(7, 6)","(6, 3)","(3, 3)","(3, 5)","(5, 6)","(6, 1)","(1, 0)","(0, 0)","(0, 2)","(2, 3)","(3, 2)","(2, 5)","(5, 5)","(5, 8)","(8, 2)","(2, 6)","(6, 6)","(6, 5)","(5, 3)","(3, 1)","(1, 2)","(2, 8)","(8, 3)","(3, 6)","(6, 0)","(0, 4)","(4, 1)","(1, 8)","(8, 5)","(5, 0)","(0, 6)","(6, 2)","(2, 4)","(4, 6)","(6, 4)","(4, 3)","(3, 4)","(4, 8)","(8, 1)","(1, 4)","(4, 7)","(7, 2)","(2, 7)","(7, 0)","(0, 3)","(3, 7)","(7, 1)","(1, 7)","(7, 4)","(4, 5)","(5, 7)","(7, 3)","(3, 0)","(0, 1)","(1, 1)","(5, 2)","(5, 1)","(8, 0)","(7, 5)","(5, 4)","(6, 8)","(8, 7)","(7, 7)","(8, 8)",,,,,,,,,,
605,"(5, 3)","(3, 1)","(1, 2)","(2, 1)","(1, 5)","(5, 6)","(6, 6)","(6, 2)","(2, 3)","(3, 4)","(4, 6)","(6, 7)","(7, 7)","(7, 1)","(1, 7)","(7, 0)","(0, 6)","(6, 5)","(5, 7)","(7, 6)","(6, 0)","(0, 4)","(4, 0)","(0, 3)","(3, 6)","(6, 1)","(1, 4)","(4, 3)","(3, 0)","(0, 2)","(2, 7)","(7, 5)","(5, 2)","(2, 4)","(4, 2)","(2, 5)","(5, 5)","(5, 8)","(8, 2)","(2, 2)","(2, 6)","(6, 3)","(3, 8)","(8, 7)","(7, 4)","(4, 4)","(4, 7)","(7, 8)","(8, 4)","(4, 5)","(5, 0)","(0, 1)","(1, 6)","(6, 8)","(8, 6)","(5, 4)","(2, 8)","(0, 8)","(3, 3)","(0, 0)","(5, 1)",,,,,,,,,,,,,,,,,,,,
606,"(2, 1)","(1, 7)","(7, 7)","(7, 0)","(0, 4)","(4, 7)","(7, 4)","(4, 2)","(2, 8)","(8, 3)","(3, 4)","(4, 6)","(6, 8)","(8, 4)","(4, 3)","(3, 5)","(5, 0)","(0, 2)","(2, 5)","(5, 5)","(5, 3)","(3, 1)","(1, 5)","(5, 4)","(4, 4)","(4, 5)","(5, 2)","(2, 2)","(2, 4)","(4, 8)","(8, 5)","(5, 7)","(7, 3)","(3, 6)","(6, 0)","(0, 1)","(1, 2)","(2, 7)","(7, 1)","(1, 8)","(8, 6)","(6, 4)","(6, 2)","(2, 0)","(0, 0)","(0, 3)","(3, 3)","(3, 0)","(0, 8)","(8, 8)","(8, 2)","(2, 3)","(3, 8)","(8, 0)","(1, 3)","(3, 7)","(2, 6)","(6, 1)","(1, 0)","(5, 1)","(1, 4)","(3, 2)",,,,,,,,,,,,,,,,,,,
607,"(8, 6)","(6, 2)","(2, 3)","(3, 7)","(7, 5)","(5, 0)","(0, 6)","(6, 8)","(8, 5)","(5, 2)","(2, 2)","(2, 5)","(5, 5)","(5, 1)","(1, 4)","(4, 7)","(7, 6)","(6, 7)","(7, 1)","(1, 5)","(3, 3)","(3, 6)","(6, 1)","(1, 3)","(3, 1)","(1, 2)","(2, 6)","(6, 3)","(3, 4)","(4, 0)","(0, 5)","(2, 7)","(7, 0)","(0, 7)","(7, 7)","(7, 8)","(8, 1)","(1, 8)","(8, 3)","(3, 8)","(8, 2)","(2, 1)","(0, 8)","(8, 8)","(8, 0)","(0, 4)","(4, 4)","(4, 6)","(6, 0)","(0, 1)","(6, 5)","(7, 3)","(4, 1)","(4, 8)",,,,,,,,,,,,,,,,,,,,,,,,,,,
608,"(1, 7)","(7, 5)","(5, 5)","(5, 0)","(0, 1)","(1, 4)","(4, 0)","(0, 4)","(4, 8)","(8, 2)","(2, 8)","(8, 7)","(7, 8)","(8, 5)","(5, 6)","(6, 2)","(2, 7)","(7, 3)","(3, 4)","(4, 5)","(5, 3)","(3, 3)","(3, 0)","(0, 0)","(0, 5)","(5, 4)","(4, 2)","(2, 3)","(3, 8)","(8, 3)","(5, 1)","(1, 1)","(1, 5)","(5, 8)","(8, 6)","(6, 8)","(8, 1)","(1, 3)","(6, 3)","(6, 0)","(0, 2)","(2, 1)","(1, 2)","(2, 6)","(6, 7)","(7, 4)","(4, 6)","(6, 5)","(0, 8)","(8, 8)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,"(4, 3)","(3, 7)","(7, 6)","(6, 1)","(1, 1)","(1, 6)","(6, 8)","(8, 3)","(3, 4)","(4, 5)","(5, 0)","(0, 8)","(8, 2)","(2, 2)","(2, 3)","(3, 6)","(6, 4)","(4, 8)","(8, 8)","(8, 4)","(4, 6)","(6, 7)","(7, 0)","(0, 1)","(1, 2)","(2, 5)","(5, 4)","(4, 1)","(1, 4)","(4, 2)","(2, 6)","(6, 5)","(5, 6)","(6, 3)","(3, 1)","(1, 8)","(8, 0)","(0, 2)","(2, 8)","(8, 6)","(6, 0)","(0, 5)","(5, 2)","(2, 7)","(7, 2)","(2, 0)","(1, 3)","(3, 0)","(7, 8)","(8, 5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,"(8, 3)","(3, 1)","(1, 5)","(5, 0)","(0, 3)","(3, 6)","(6, 2)","(2, 4)","(4, 1)","(1, 3)","(3, 0)","(0, 6)","(6, 0)","(0, 2)","(2, 5)","(5, 5)","(5, 3)","(3, 7)","(7, 2)","(2, 2)","(2, 6)","(6, 4)","(4, 4)","(4, 7)","(7, 1)","(1, 6)","(6, 5)","(5, 7)","(7, 7)","(7, 3)","(3, 5)","(5, 6)","(6, 1)","(1, 4)","(4, 2)","(2, 0)","(0, 5)","(5, 4)","(4, 6)","(5, 2)","(2, 3)","(3, 3)","(3, 2)","(2, 1)","(1, 7)","(7, 5)","(8, 7)","(7, 0)","(0, 7)","(7, 4)","(8, 6)","(0, 4)","(8, 5)","(3, 4)","(1, 8)","(8, 4)","(1, 1)","(1, 0)",,,,,,,,,,,,,,,,,,,,,,,
611,"(8, 4)","(4, 1)","(1, 6)","(6, 4)","(4, 8)","(8, 6)","(6, 1)","(1, 3)","(3, 7)","(7, 5)","(5, 6)","(6, 3)","(3, 1)","(1, 0)","(0, 7)","(7, 8)","(8, 1)","(1, 5)","(5, 8)","(8, 3)","(3, 8)","(8, 8)","(8, 7)","(7, 4)","(4, 2)","(2, 6)","(6, 5)","(5, 4)","(4, 4)","(4, 5)","(5, 0)","(0, 1)","(1, 8)","(3, 3)","(3, 5)","(5, 2)","(2, 3)","(3, 6)","(6, 0)","(0, 3)","(3, 2)","(2, 5)","(5, 7)","(7, 6)","(6, 2)","(2, 8)","(4, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,"(8, 6)","(6, 3)","(3, 4)","(4, 8)","(8, 8)","(8, 5)","(5, 0)","(0, 0)","(0, 5)","(5, 1)","(1, 0)","(0, 7)","(7, 8)","(8, 7)","(7, 7)","(7, 6)","(6, 4)","(4, 6)","(6, 1)","(1, 6)","(6, 8)","(8, 3)","(3, 1)","(1, 7)","(7, 4)","(4, 3)","(3, 3)","(3, 0)","(0, 6)","(6, 7)","(7, 1)","(1, 4)","(4, 0)","(0, 3)","(3, 7)","(2, 6)","(6, 2)","(2, 8)","(8, 2)","(2, 7)","(8, 4)","(4, 1)","(1, 2)","(0, 1)","(1, 1)","(5, 6)","(6, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,"(0, 3)","(3, 5)","(5, 7)","(7, 6)","(6, 5)","(5, 3)","(3, 1)","(1, 4)","(4, 6)","(6, 4)","(4, 4)","(4, 2)","(2, 7)","(7, 8)","(8, 4)","(4, 7)","(7, 7)","(7, 0)","(0, 0)","(0, 5)","(5, 1)","(1, 7)","(7, 5)","(5, 8)","(8, 6)","(6, 6)","(6, 2)","(2, 6)","(6, 3)","(3, 2)","(2, 1)","(1, 6)","(6, 7)","(7, 3)","(3, 6)","(6, 0)","(0, 6)","(6, 1)","(1, 8)","(8, 5)","(5, 6)","(6, 8)","(8, 8)","(8, 0)","(8, 2)","(2, 8)","(3, 7)","(3, 4)","(4, 3)","(3, 3)","(1, 1)","(1, 3)","(5, 5)","(5, 2)","(2, 2)","(2, 0)","(4, 8)","(4, 5)","(5, 4)","(4, 1)","(1, 5)","(2, 3)","(1, 0)","(1, 2)","(4, 0)",,,,,,,,,,,,,,,,
614,"(6, 2)","(2, 7)","(7, 8)","(8, 7)","(7, 6)","(6, 4)","(4, 3)","(3, 3)","(3, 8)","(8, 1)","(1, 6)","(6, 0)","(0, 8)","(8, 8)","(8, 5)","(5, 1)","(1, 2)","(2, 0)","(0, 0)","(0, 6)","(6, 5)","(5, 6)","(6, 8)","(8, 6)","(2, 4)","(4, 1)","(1, 3)","(3, 6)","(7, 0)","(0, 3)","(3, 0)","(0, 7)","(7, 1)","(1, 5)","(5, 5)","(5, 3)","(3, 1)","(1, 0)","(0, 5)","(5, 4)","(4, 8)","(2, 2)","(2, 8)","(3, 4)","(4, 6)","(2, 3)","(3, 2)","(2, 5)","(5, 2)","(2, 6)","(4, 0)","(0, 2)","(7, 7)","(0, 4)","(5, 0)","(5, 8)","(5, 7)","(1, 8)","(1, 1)","(1, 7)","(1, 4)",,,,,,,,,,,,,,,,,,,,
615,"(4, 3)","(3, 7)","(7, 1)","(1, 7)","(7, 0)","(0, 5)","(5, 8)","(8, 6)","(6, 2)","(2, 6)","(6, 5)","(5, 4)","(4, 8)","(8, 5)","(5, 2)","(2, 1)","(1, 3)","(3, 0)","(0, 3)","(3, 6)","(6, 0)","(0, 7)","(7, 5)","(5, 1)","(1, 2)","(2, 8)","(8, 3)","(3, 2)","(2, 4)","(4, 6)","(6, 8)","(8, 4)","(4, 0)","(0, 6)","(7, 7)","(7, 3)","(3, 1)","(1, 1)","(1, 6)","(4, 1)","(1, 0)","(0, 0)","(0, 2)","(2, 0)","(0, 4)","(4, 7)","(7, 8)","(8, 8)","(8, 1)","(5, 0)","(0, 8)","(8, 7)","(7, 6)","(4, 5)","(5, 3)","(3, 3)","(4, 2)","(2, 7)","(0, 1)","(5, 5)","(5, 6)","(5, 7)",,,,,,,,,,,,,,,,,,,
616,"(6, 7)","(7, 1)","(1, 4)","(4, 1)","(1, 2)","(2, 1)","(1, 5)","(5, 3)","(3, 5)","(5, 1)","(1, 6)","(6, 3)","(3, 8)","(8, 6)","(6, 2)","(2, 0)","(0, 1)","(7, 6)","(6, 5)","(5, 4)","(4, 0)","(0, 4)","(4, 6)","(6, 8)","(8, 3)","(3, 0)","(0, 2)","(2, 7)","(7, 7)","(7, 3)","(3, 3)","(3, 7)","(7, 2)","(2, 8)","(8, 8)","(8, 5)","(5, 5)","(5, 8)","(8, 1)","(4, 4)","(4, 7)","(7, 0)","(0, 8)","(8, 2)","(2, 2)","(2, 5)","(5, 0)","(0, 7)","(0, 0)","(4, 3)","(3, 2)","(2, 4)","(4, 8)","(8, 7)","(6, 0)","(5, 2)","(6, 6)","(6, 1)","(5, 7)","(6, 4)","(5, 6)","(8, 4)",,,,,,,,,,,,,,,,,,,
617,"(4, 7)","(7, 3)","(3, 7)","(7, 7)","(7, 4)","(4, 8)","(8, 0)","(0, 6)","(6, 7)","(7, 1)","(1, 0)","(0, 5)","(5, 6)","(6, 2)","(2, 4)","(4, 6)","(6, 1)","(1, 4)","(4, 4)","(4, 0)","(0, 1)","(1, 3)","(3, 0)","(0, 0)","(0, 2)","(2, 5)","(5, 8)","(8, 4)","(4, 5)","(5, 2)","(2, 0)","(0, 8)","(8, 5)","(5, 0)","(0, 7)","(7, 5)","(5, 5)","(5, 1)","(1, 5)","(8, 1)","(1, 2)","(2, 3)","(3, 2)","(2, 6)","(6, 3)","(3, 8)","(8, 2)","(2, 2)","(2, 7)","(7, 8)","(8, 7)","(7, 2)","(2, 8)","(8, 3)","(3, 3)","(3, 5)","(6, 8)","(8, 8)","(8, 6)","(6, 6)","(6, 5)","(0, 3)","(3, 6)","(6, 0)","(1, 1)","(6, 4)","(4, 3)",,,,,,,,,,,,,,
618,"(6, 7)","(7, 5)","(5, 2)","(2, 0)","(0, 0)","(0, 8)","(8, 1)","(1, 0)","(0, 1)","(1, 2)","(2, 7)","(7, 8)","(8, 2)","(2, 6)","(6, 5)","(5, 0)","(0, 3)","(3, 3)","(3, 0)","(0, 5)","(5, 5)","(5, 8)","(8, 0)","(0, 2)","(2, 4)","(4, 4)","(4, 2)","(2, 1)","(1, 1)","(1, 8)","(6, 2)","(2, 3)","(3, 5)","(5, 1)","(1, 5)","(5, 4)","(4, 3)","(3, 8)","(7, 2)","(7, 7)","(7, 3)","(3, 1)","(1, 7)","(7, 1)","(1, 3)","(3, 7)","(7, 4)","(4, 7)","(7, 6)","(6, 0)","(4, 0)","(3, 6)","(6, 1)","(1, 4)",,,,,,,,,,,,,,,,,,,,,,,,,,,
619,"(2, 8)","(8, 2)","(2, 3)","(3, 2)","(2, 2)","(2, 0)","(0, 1)","(1, 8)","(8, 8)","(8, 0)","(0, 2)","(2, 6)","(6, 1)","(1, 4)","(4, 8)","(8, 3)","(3, 8)","(8, 7)","(7, 7)","(7, 5)","(5, 4)","(4, 2)","(2, 7)","(7, 4)","(4, 3)","(3, 4)","(4, 6)","(6, 7)","(7, 6)","(6, 5)","(5, 3)","(3, 7)","(7, 8)","(8, 1)","(1, 3)","(3, 6)","(6, 4)","(4, 1)","(1, 0)","(0, 5)","(5, 0)","(0, 8)","(0, 0)","(5, 6)","(6, 8)","(5, 5)","(5, 8)","(1, 7)","(6, 3)","(1, 5)","(4, 7)","(6, 2)","(2, 1)","(1, 6)","(6, 0)","(2, 4)","(2, 5)",,,,,,,,,,,,,,,,,,,,,,,,
620,"(7, 4)","(4, 2)","(2, 3)","(3, 5)","(5, 8)","(8, 4)","(4, 4)","(4, 1)","(1, 0)","(0, 0)","(0, 7)","(7, 6)","(6, 0)","(0, 3)","(3, 1)","(1, 2)","(2, 0)","(0, 5)","(5, 2)","(2, 2)","(2, 1)","(1, 6)","(6, 6)","(6, 7)","(7, 7)","(7, 1)","(1, 7)","(7, 8)","(8, 1)","(1, 8)","(8, 0)","(0, 1)","(1, 1)","(1, 5)","(5, 0)","(0, 2)","(2, 5)","(5, 7)","(7, 3)","(3, 2)","(2, 6)","(6, 3)","(3, 8)","(8, 7)","(7, 5)","(5, 1)","(4, 5)","(5, 3)","(3, 4)","(4, 7)","(5, 6)","(6, 2)","(6, 8)","(8, 5)","(5, 5)","(8, 2)","(3, 7)","(4, 6)","(6, 4)","(4, 3)","(8, 3)","(4, 8)","(8, 8)","(8, 6)",,,,,,,,,,,,,,,,,
621,"(2, 7)","(7, 3)","(3, 0)","(0, 7)","(7, 1)","(1, 5)","(5, 1)","(1, 2)","(2, 1)","(1, 0)","(0, 6)","(6, 5)","(5, 6)","(6, 0)","(0, 0)","(0, 3)","(3, 3)","(3, 7)","(7, 7)","(7, 5)","(5, 3)","(3, 8)","(8, 1)","(1, 4)","(4, 8)","(8, 6)","(6, 4)","(4, 6)","(6, 3)","(3, 6)","(6, 7)","(7, 6)","(6, 1)","(1, 1)","(8, 4)","(4, 2)","(2, 4)","(4, 3)","(5, 4)","(4, 4)","(5, 0)","(0, 5)","(7, 4)","(8, 2)","(8, 0)","(0, 2)","(8, 3)","(0, 1)","(0, 4)","(8, 5)","(0, 8)","(8, 8)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,"(1, 6)","(6, 4)","(4, 7)","(7, 6)","(6, 7)","(7, 4)","(4, 8)","(8, 0)","(0, 4)","(4, 0)","(0, 2)","(2, 7)","(7, 8)","(8, 1)","(1, 0)","(0, 8)","(8, 6)","(6, 8)","(8, 5)","(5, 8)","(8, 4)","(4, 2)","(2, 6)","(6, 6)","(6, 5)","(5, 7)","(7, 0)","(0, 6)","(6, 3)","(3, 1)","(1, 2)","(2, 5)","(5, 4)","(4, 1)","(1, 1)","(7, 1)","(5, 5)","(5, 1)","(3, 5)","(5, 6)","(6, 2)","(2, 0)","(0, 0)","(0, 5)","(3, 2)","(2, 2)","(2, 8)","(8, 7)","(7, 2)","(2, 3)","(3, 7)","(7, 5)","(0, 3)","(3, 0)","(0, 7)","(7, 7)","(8, 8)","(8, 3)","(3, 6)","(6, 1)","(3, 8)","(8, 2)","(2, 1)","(2, 4)",,,,,,,,,,,,,,,,,
623,"(7, 3)","(3, 0)","(0, 1)","(1, 0)","(0, 6)","(6, 7)","(7, 7)","(7, 4)","(4, 5)","(5, 0)","(0, 4)","(4, 7)","(7, 5)","(5, 6)","(6, 0)","(0, 2)","(2, 2)","(2, 7)","(7, 2)","(2, 1)","(1, 3)","(3, 5)","(5, 5)","(5, 1)","(1, 1)","(1, 4)","(4, 6)","(6, 5)","(5, 3)","(3, 6)","(6, 8)","(8, 8)","(8, 4)","(4, 2)","(2, 8)","(8, 6)","(6, 1)","(1, 2)","(2, 3)","(3, 8)","(8, 5)","(5, 2)","(2, 4)","(4, 1)","(1, 7)","(7, 1)","(1, 8)","(8, 7)","(7, 8)","(4, 3)","(3, 3)","(3, 1)","(1, 6)","(6, 2)","(2, 0)","(0, 5)","(0, 8)","(6, 6)","(6, 4)","(4, 4)","(3, 2)","(0, 0)","(0, 7)",,,,,,,,,,,,,,,,,,
624,"(5, 4)","(4, 2)","(2, 8)","(8, 8)","(8, 2)","(2, 1)","(1, 3)","(3, 0)","(0, 2)","(2, 6)","(6, 6)","(6, 5)","(5, 7)","(7, 1)","(1, 0)","(0, 0)","(0, 8)","(8, 0)","(0, 4)","(4, 7)","(7, 3)","(3, 1)","(1, 6)","(6, 8)","(8, 1)","(2, 5)","(5, 0)","(0, 5)","(5, 3)","(3, 4)","(4, 6)","(6, 0)","(0, 3)","(3, 8)","(8, 4)","(4, 8)","(8, 6)","(6, 7)","(7, 8)","(5, 2)","(2, 4)","(4, 3)","(7, 6)","(6, 1)","(7, 0)","(0, 6)","(6, 2)","(2, 7)","(0, 7)","(6, 3)","(6, 4)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
