,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80
31,"(0, 3)","(3, 2)","(2, 2)","(2, 6)","(6, 7)","(7, 1)","(1, 4)","(4, 1)","(1, 8)","(8, 6)","(6, 1)","(1, 5)","(5, 8)","(8, 2)","(2, 3)","(3, 7)","(7, 3)","(3, 8)","(8, 0)","(0, 8)","(8, 4)","(4, 0)","(0, 1)","(1, 7)","(7, 0)","(0, 5)","(5, 0)","(0, 2)","(2, 4)","(4, 6)","(6, 8)","(8, 3)","(3, 6)","(6, 4)","(4, 5)","(5, 5)","(5, 3)","(3, 0)","(2, 7)","(7, 7)","(7, 4)","(4, 3)","(3, 5)","(5, 2)","(2, 5)","(5, 4)","(7, 8)","(8, 8)","(8, 7)","(1, 0)","(1, 6)","(6, 2)","(6, 3)","(3, 4)","(5, 1)","(1, 2)","(8, 1)","(1, 3)","(6, 0)","(1, 1)","(6, 6)",,,,,,,,,,,,,,,,,,,,
32,"(3, 0)","(0, 2)","(2, 4)","(4, 1)","(1, 7)","(7, 4)","(4, 7)","(7, 2)","(2, 3)","(3, 7)","(7, 8)","(8, 7)","(7, 1)","(1, 6)","(6, 5)","(5, 0)","(0, 3)","(3, 1)","(1, 1)","(1, 8)","(8, 8)","(8, 2)","(2, 5)","(5, 2)","(0, 1)","(1, 0)","(0, 7)","(7, 6)","(6, 3)","(3, 3)","(3, 6)","(6, 2)","(3, 5)","(5, 5)","(5, 1)","(1, 5)","(5, 4)","(4, 4)","(4, 0)","(0, 8)","(8, 0)","(0, 4)","(4, 3)","(3, 8)","(8, 3)","(3, 4)","(4, 8)","(8, 5)","(5, 7)","(8, 4)","(4, 5)","(6, 7)","(4, 2)","(1, 4)","(6, 8)","(8, 1)","(0, 6)","(6, 0)","(0, 5)","(6, 1)",,,,,,,,,,,,,,,,,,,,,
33,"(2, 4)","(4, 4)","(4, 8)","(8, 0)","(0, 5)","(5, 4)","(4, 0)","(0, 2)","(2, 0)","(0, 7)","(7, 6)","(6, 4)","(4, 6)","(6, 5)","(5, 8)","(8, 6)","(6, 0)","(0, 4)","(4, 3)","(3, 1)","(1, 2)","(2, 5)","(5, 2)","(2, 3)","(3, 5)","(5, 7)","(7, 8)","(8, 8)","(8, 7)","(7, 5)","(5, 6)","(6, 2)","(2, 7)","(7, 3)","(3, 7)","(7, 4)","(5, 1)","(1, 1)","(1, 3)","(3, 8)","(8, 3)","(3, 4)","(8, 5)","(5, 0)","(0, 6)","(6, 6)","(3, 6)","(1, 8)","(8, 1)","(1, 5)","(5, 3)","(3, 2)","(2, 8)","(8, 4)",,,,,,,,,,,,,,,,,,,,,,,,,,,
34,"(5, 3)","(3, 2)","(2, 3)","(3, 5)","(5, 7)","(7, 7)","(7, 3)","(3, 3)","(3, 4)","(4, 1)","(1, 6)","(6, 3)","(3, 0)","(0, 6)","(6, 0)","(0, 0)","(0, 4)","(4, 7)","(7, 6)","(6, 4)","(4, 5)","(5, 5)","(5, 0)","(0, 5)","(5, 6)","(6, 6)","(6, 8)","(8, 2)","(2, 2)","(2, 8)","(8, 6)","(6, 5)","(8, 1)","(1, 3)","(3, 7)","(7, 0)","(0, 7)","(7, 5)","(8, 3)","(3, 8)","(8, 5)","(1, 2)","(2, 4)","(4, 8)","(8, 8)","(8, 0)","(0, 2)","(2, 7)","(7, 1)","(1, 7)","(7, 8)","(8, 4)","(4, 0)","(0, 3)",,,,,,,,,,,,,,,,,,,,,,,,,,,
35,"(5, 6)","(6, 2)","(2, 5)","(5, 7)","(7, 2)","(2, 0)","(0, 4)","(4, 5)","(5, 4)","(4, 6)","(6, 1)","(1, 5)","(5, 2)","(2, 6)","(6, 6)","(6, 3)","(3, 5)","(2, 7)","(7, 8)","(8, 8)","(8, 0)","(0, 3)","(3, 1)","(1, 4)","(4, 7)","(7, 6)","(6, 0)","(0, 7)","(7, 4)","(4, 8)","(8, 2)","(2, 4)","(4, 2)","(2, 3)","(3, 6)","(6, 4)","(4, 1)","(1, 8)","(8, 6)","(6, 8)","(8, 4)","(4, 0)","(0, 0)","(0, 2)","(3, 8)","(7, 1)","(1, 0)","(0, 6)","(6, 7)","(7, 5)","(3, 4)","(4, 3)","(3, 0)","(0, 8)","(1, 3)","(1, 6)","(6, 5)","(1, 1)","(1, 7)","(7, 3)","(1, 2)","(7, 0)",,,,,,,,,,,,,,,,,,,
36,"(8, 4)","(4, 6)","(6, 0)","(0, 4)","(4, 2)","(2, 2)","(2, 7)","(7, 7)","(7, 4)","(4, 5)","(5, 1)","(1, 3)","(3, 0)","(0, 6)","(6, 7)","(7, 0)","(0, 3)","(3, 7)","(7, 5)","(5, 4)","(4, 7)","(7, 6)","(6, 3)","(3, 4)","(4, 3)","(3, 1)","(1, 1)","(1, 6)","(6, 8)","(8, 8)","(8, 0)","(0, 5)","(5, 3)","(0, 1)","(1, 0)","(0, 7)","(7, 8)","(8, 5)","(5, 5)","(5, 8)","(8, 2)","(2, 1)","(1, 8)","(8, 3)","(7, 1)","(1, 5)","(5, 6)","(6, 4)","(4, 1)","(1, 4)","(4, 4)","(2, 6)","(6, 5)","(5, 7)","(7, 3)","(6, 2)","(2, 4)","(8, 7)","(5, 0)","(8, 1)","(2, 0)","(2, 3)","(6, 6)","(8, 6)","(2, 5)","(2, 8)",,,,,,,,,,,,,,,
37,"(8, 8)","(8, 6)","(6, 4)","(4, 2)","(2, 1)","(1, 7)","(7, 6)","(6, 8)","(8, 3)","(3, 0)","(0, 5)","(5, 8)","(8, 0)","(0, 4)","(4, 1)","(1, 1)","(1, 2)","(2, 7)","(7, 1)","(1, 3)","(3, 1)","(1, 5)","(5, 5)","(5, 4)","(4, 7)","(7, 0)","(0, 1)","(1, 8)","(8, 7)","(7, 7)","(7, 4)","(4, 4)","(4, 3)","(3, 2)","(2, 8)","(8, 5)","(5, 2)","(2, 6)","(6, 1)","(1, 6)","(6, 3)","(3, 6)","(6, 6)","(6, 0)","(0, 6)","(6, 7)","(7, 2)","(2, 2)","(2, 0)","(0, 7)","(2, 3)","(3, 8)","(8, 1)","(3, 5)","(5, 1)","(5, 7)","(2, 4)","(4, 5)","(5, 6)","(6, 5)","(5, 0)","(0, 0)","(0, 3)","(6, 2)","(4, 8)","(8, 4)","(4, 0)","(0, 8)",,,,,,,,,,,,,
38,"(4, 5)","(5, 2)","(2, 4)","(4, 2)","(2, 7)","(7, 3)","(3, 7)","(7, 5)","(5, 3)","(3, 0)","(0, 4)","(4, 3)","(3, 4)","(4, 0)","(0, 6)","(6, 7)","(7, 6)","(6, 0)","(0, 5)","(5, 4)","(4, 1)","(1, 2)","(2, 8)","(8, 0)","(0, 8)","(8, 6)","(6, 5)","(5, 5)","(5, 8)","(8, 4)","(4, 4)","(4, 7)","(7, 2)","(2, 5)","(5, 1)","(1, 4)","(4, 8)","(8, 7)","(7, 8)","(8, 1)","(1, 6)","(6, 6)","(6, 1)","(1, 5)","(5, 0)","(0, 1)","(1, 1)","(1, 0)","(0, 7)","(7, 1)","(1, 8)","(7, 4)","(4, 6)","(6, 4)","(3, 5)","(5, 6)","(6, 8)","(1, 3)","(3, 3)","(2, 3)","(2, 1)","(6, 3)",,,,,,,,,,,,,,,,,,,
39,"(8, 1)","(1, 1)","(1, 8)","(8, 7)","(7, 6)","(6, 3)","(3, 8)","(8, 4)","(4, 0)","(0, 7)","(7, 2)","(2, 1)","(1, 5)","(5, 4)","(4, 7)","(7, 3)","(3, 0)","(0, 0)","(0, 2)","(2, 2)","(2, 3)","(3, 4)","(4, 5)","(5, 5)","(5, 3)","(3, 5)","(5, 1)","(1, 7)","(7, 5)","(5, 2)","(2, 4)","(4, 1)","(1, 3)","(3, 1)","(1, 6)","(6, 4)","(4, 4)","(4, 3)","(3, 3)","(3, 7)","(7, 0)","(0, 4)","(4, 6)","(6, 6)","(6, 5)","(5, 6)","(6, 2)","(2, 0)","(0, 1)","(1, 0)","(0, 6)","(6, 8)","(8, 3)","(8, 6)","(6, 1)","(1, 2)","(6, 7)","(7, 7)","(7, 8)","(8, 8)",,,,,,,,,,,,,,,,,,,,,
40,"(1, 8)","(8, 4)","(4, 6)","(6, 6)","(6, 0)","(0, 2)","(2, 0)","(0, 7)","(7, 6)","(6, 8)","(8, 8)","(8, 2)","(2, 3)","(3, 6)","(6, 4)","(4, 5)","(5, 7)","(7, 1)","(1, 3)","(3, 7)","(7, 7)","(7, 0)","(0, 1)","(1, 7)","(7, 4)","(4, 7)","(7, 2)","(2, 2)","(2, 6)","(6, 1)","(1, 0)","(0, 3)","(3, 3)","(3, 0)","(0, 4)","(4, 1)","(1, 2)","(3, 2)","(3, 5)","(5, 2)","(5, 5)","(5, 3)","(3, 8)","(8, 0)","(0, 5)","(5, 0)","(0, 6)","(6, 7)","(8, 6)","(1, 1)","(1, 4)","(4, 2)","(0, 8)","(8, 3)","(3, 1)","(4, 4)","(5, 6)","(3, 4)","(8, 1)","(8, 5)","(5, 8)","(0, 0)",,,,,,,,,,,,,,,,,,,
41,"(8, 5)","(5, 0)","(0, 8)","(8, 8)","(8, 7)","(7, 0)","(0, 4)","(4, 4)","(4, 7)","(7, 3)","(3, 7)","(7, 4)","(4, 5)","(5, 1)","(1, 6)","(6, 2)","(2, 2)","(2, 7)","(7, 5)","(5, 8)","(8, 0)","(0, 1)","(1, 2)","(2, 5)","(5, 3)","(3, 1)","(1, 7)","(7, 8)","(8, 1)","(1, 3)","(3, 3)","(3, 0)","(0, 5)","(5, 7)","(1, 1)","(1, 8)","(8, 2)","(2, 4)","(4, 3)","(3, 4)","(4, 6)","(6, 0)","(0, 6)","(6, 1)","(1, 4)","(4, 1)","(3, 5)","(5, 6)","(3, 8)","(4, 0)","(0, 0)","(2, 6)","(2, 3)","(3, 6)","(4, 2)","(2, 1)","(4, 8)",,,,,,,,,,,,,,,,,,,,,,,,
42,"(6, 8)","(8, 0)","(0, 3)","(3, 3)","(3, 1)","(1, 2)","(2, 0)","(0, 7)","(7, 5)","(5, 0)","(0, 5)","(5, 4)","(4, 7)","(7, 1)","(1, 4)","(4, 0)","(0, 2)","(2, 6)","(6, 4)","(4, 1)","(1, 1)","(1, 0)","(0, 6)","(6, 1)","(1, 8)","(8, 2)","(2, 8)","(8, 3)","(3, 8)","(8, 6)","(6, 5)","(5, 6)","(6, 3)","(3, 7)","(7, 4)","(4, 3)","(3, 0)","(0, 8)","(2, 5)","(5, 8)","(0, 1)","(1, 5)","(2, 3)","(3, 5)","(7, 8)","(2, 7)","(7, 0)","(0, 0)","(0, 4)","(4, 8)","(1, 7)","(2, 2)","(2, 4)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,"(8, 1)","(1, 8)","(8, 2)","(2, 0)","(0, 2)","(2, 8)","(8, 0)","(0, 7)","(7, 8)","(5, 3)","(3, 4)","(4, 8)","(7, 1)","(1, 6)","(6, 4)","(4, 3)","(3, 0)","(0, 4)","(4, 7)","(7, 5)","(5, 7)","(7, 6)","(6, 8)","(0, 1)","(1, 3)","(3, 5)","(5, 5)","(5, 0)","(2, 3)","(3, 7)","(7, 2)","(2, 7)","(7, 4)","(4, 6)","(6, 7)","(7, 7)","(7, 3)","(3, 2)","(2, 6)","(6, 3)","(3, 1)","(1, 0)","(7, 0)","(1, 2)","(2, 5)","(5, 2)","(2, 4)","(4, 2)","(5, 4)","(4, 4)","(1, 5)","(5, 8)","(6, 0)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,"(2, 0)","(0, 8)","(8, 0)","(0, 7)","(7, 6)","(6, 4)","(4, 2)","(2, 3)","(3, 5)","(5, 4)","(4, 6)","(6, 1)","(1, 1)","(1, 4)","(4, 8)","(8, 2)","(2, 5)","(5, 2)","(2, 4)","(4, 4)","(4, 3)","(3, 2)","(2, 2)","(2, 7)","(7, 4)","(4, 0)","(0, 6)","(6, 2)","(2, 8)","(8, 5)","(5, 5)","(5, 1)","(1, 0)","(0, 5)","(5, 6)","(6, 7)","(7, 5)","(5, 3)","(3, 0)","(0, 4)","(4, 7)","(7, 7)","(7, 8)","(8, 4)","(1, 8)","(8, 7)","(7, 0)","(0, 2)","(5, 0)","(5, 8)","(8, 3)","(3, 6)","(1, 5)","(5, 7)","(1, 2)",,,,,,,,,,,,,,,,,,,,,,,,,,
45,"(0, 2)","(2, 0)","(0, 6)","(6, 3)","(3, 6)","(6, 4)","(4, 2)","(2, 6)","(6, 6)","(6, 1)","(1, 2)","(2, 2)","(2, 1)","(1, 1)","(1, 6)","(6, 0)","(0, 4)","(4, 8)","(8, 8)","(8, 1)","(1, 7)","(7, 7)","(7, 3)","(3, 1)","(1, 0)","(5, 2)","(2, 5)","(5, 6)","(6, 8)","(8, 6)","(6, 5)","(5, 7)","(7, 2)","(2, 3)","(3, 0)","(8, 4)","(4, 3)","(3, 5)","(5, 4)","(4, 1)","(1, 5)","(5, 8)","(8, 2)","(4, 0)","(3, 7)","(7, 5)","(7, 0)","(6, 7)","(7, 8)","(8, 5)","(7, 6)","(4, 6)","(1, 4)","(4, 4)",,,,,,,,,,,,,,,,,,,,,,,,,,,
46,"(3, 1)","(1, 6)","(6, 1)","(1, 4)","(4, 2)","(2, 2)","(2, 6)","(6, 6)","(6, 3)","(3, 2)","(2, 0)","(0, 8)","(8, 3)","(3, 0)","(0, 4)","(4, 0)","(0, 0)","(0, 7)","(7, 6)","(6, 5)","(5, 8)","(8, 1)","(1, 5)","(5, 3)","(3, 4)","(4, 7)","(7, 3)","(3, 7)","(7, 2)","(2, 5)","(5, 6)","(6, 7)","(7, 1)","(1, 8)","(8, 8)","(8, 0)","(0, 2)","(2, 8)","(8, 4)","(4, 8)","(8, 2)","(5, 4)","(4, 1)","(1, 7)","(7, 4)","(4, 5)","(5, 7)","(6, 8)","(8, 5)","(0, 5)","(4, 6)","(4, 4)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,"(5, 2)","(2, 7)","(7, 5)","(5, 0)","(0, 7)","(7, 7)","(7, 4)","(4, 7)","(7, 6)","(6, 3)","(3, 6)","(6, 4)","(4, 4)","(4, 8)","(8, 8)","(8, 6)","(6, 8)","(8, 7)","(7, 2)","(2, 0)","(0, 8)","(8, 0)","(0, 1)","(1, 8)","(8, 1)","(1, 5)","(5, 7)","(0, 0)","(0, 4)","(4, 0)","(2, 5)","(5, 6)","(6, 0)","(3, 4)","(4, 1)","(1, 4)","(4, 6)","(6, 5)","(5, 4)","(4, 5)","(5, 8)","(8, 2)","(2, 3)","(3, 8)","(8, 3)","(3, 2)","(2, 1)","(1, 6)","(4, 3)","(3, 0)","(2, 4)","(4, 2)","(8, 5)","(5, 3)",,,,,,,,,,,,,,,,,,,,,,,,,,,
48,"(2, 1)","(1, 8)","(8, 5)","(5, 7)","(7, 1)","(1, 0)","(0, 0)","(0, 1)","(1, 7)","(7, 3)","(3, 6)","(6, 6)","(6, 2)","(2, 3)","(3, 1)","(1, 1)","(1, 3)","(3, 8)","(8, 6)","(6, 7)","(7, 4)","(4, 2)","(2, 6)","(6, 4)","(4, 7)","(7, 0)","(0, 3)","(3, 0)","(0, 5)","(5, 8)","(8, 8)","(8, 0)","(0, 8)","(8, 3)","(3, 2)","(2, 8)","(8, 1)","(1, 6)","(6, 8)","(8, 2)","(2, 5)","(5, 2)","(2, 7)","(7, 7)","(7, 2)","(2, 2)","(2, 0)","(0, 7)","(7, 6)","(6, 5)","(5, 0)","(0, 4)","(4, 5)","(5, 4)","(4, 0)","(6, 3)","(3, 3)","(3, 4)",,,,,,,,,,,,,,,,,,,,,,,
49,"(8, 8)","(8, 7)","(7, 3)","(3, 6)","(6, 5)","(5, 7)","(7, 7)","(7, 2)","(2, 6)","(6, 2)","(2, 3)","(3, 5)","(5, 5)","(5, 3)","(3, 8)","(8, 6)","(6, 3)","(3, 7)","(7, 0)","(0, 2)","(2, 1)","(1, 2)","(2, 2)","(2, 0)","(0, 5)","(5, 1)","(1, 6)","(6, 7)","(7, 5)","(5, 0)","(0, 7)","(7, 4)","(4, 1)","(1, 0)","(0, 3)","(3, 2)","(2, 7)","(7, 1)","(1, 3)","(3, 1)","(1, 4)","(4, 8)","(8, 2)","(2, 5)","(5, 4)","(4, 7)","(7, 8)","(8, 0)","(0, 0)","(0, 1)","(1, 1)","(1, 7)","(7, 6)","(6, 1)","(1, 5)","(5, 2)","(2, 8)","(8, 1)","(8, 4)","(4, 3)","(3, 4)","(4, 5)","(0, 6)",,,,,,,,,,,,,,,,,,
50,"(5, 4)","(4, 8)","(8, 7)","(7, 5)","(5, 0)","(0, 4)","(4, 6)","(6, 8)","(8, 5)","(5, 8)","(8, 1)","(1, 7)","(7, 2)","(2, 6)","(6, 1)","(1, 3)","(3, 7)","(7, 7)","(7, 6)","(6, 7)","(7, 8)","(8, 4)","(4, 5)","(5, 7)","(7, 4)","(4, 1)","(1, 6)","(6, 4)","(4, 7)","(8, 2)","(2, 5)","(5, 1)","(1, 1)","(1, 5)","(5, 6)","(6, 5)","(5, 5)","(5, 3)","(3, 0)","(0, 1)","(1, 2)","(2, 3)","(3, 8)","(8, 3)","(3, 4)","(4, 0)","(0, 2)","(2, 2)","(2, 0)","(0, 5)","(5, 2)","(2, 4)","(4, 2)","(6, 6)","(1, 4)","(4, 3)","(0, 6)","(8, 6)","(0, 3)","(4, 4)",,,,,,,,,,,,,,,,,,,,,
51,"(3, 8)","(8, 5)","(5, 5)","(5, 8)","(8, 8)","(8, 6)","(6, 3)","(3, 0)","(0, 8)","(8, 1)","(1, 5)","(5, 0)","(0, 4)","(4, 5)","(5, 3)","(3, 3)","(3, 1)","(1, 1)","(1, 3)","(3, 4)","(4, 2)","(2, 6)","(6, 1)","(1, 6)","(6, 7)","(7, 7)","(7, 6)","(6, 2)","(2, 5)","(5, 6)","(6, 4)","(4, 3)","(3, 6)","(2, 4)","(4, 6)","(0, 1)","(1, 7)","(7, 8)","(8, 4)","(4, 4)","(7, 5)","(5, 2)","(2, 8)","(8, 7)","(7, 2)","(2, 2)","(0, 7)","(7, 0)","(0, 0)","(7, 3)","(3, 5)","(5, 4)","(8, 3)","(3, 2)","(1, 4)","(7, 4)","(3, 7)",,,,,,,,,,,,,,,,,,,,,,,,
52,"(6, 5)","(5, 4)","(4, 3)","(3, 6)","(6, 1)","(1, 8)","(8, 0)","(0, 3)","(3, 0)","(0, 7)","(7, 5)","(5, 8)","(8, 4)","(4, 8)","(8, 1)","(1, 3)","(3, 3)","(3, 2)","(2, 8)","(8, 3)","(3, 8)","(8, 7)","(7, 8)","(8, 6)","(6, 7)","(7, 6)","(6, 3)","(3, 7)","(7, 2)","(2, 1)","(1, 5)","(5, 3)","(3, 5)","(5, 5)","(1, 4)","(4, 2)","(2, 6)","(6, 6)","(6, 4)","(4, 1)","(1, 7)","(1, 6)","(4, 4)","(4, 7)","(0, 1)","(1, 2)","(2, 2)","(2, 7)","(4, 6)","(8, 8)","(0, 6)","(1, 0)","(0, 2)","(2, 5)","(0, 4)","(4, 0)","(2, 4)","(3, 1)","(3, 4)",,,,,,,,,,,,,,,,,,,,,,
53,"(3, 2)","(2, 1)","(1, 6)","(6, 6)","(6, 1)","(1, 5)","(5, 3)","(3, 5)","(5, 7)","(7, 1)","(1, 4)","(4, 1)","(1, 8)","(8, 8)","(8, 1)","(1, 7)","(7, 8)","(8, 0)","(0, 7)","(7, 4)","(4, 0)","(0, 3)","(3, 8)","(8, 3)","(3, 1)","(1, 3)","(3, 3)","(3, 0)","(0, 6)","(6, 7)","(7, 7)","(7, 0)","(0, 0)","(0, 5)","(5, 6)","(6, 4)","(4, 5)","(5, 5)","(5, 1)","(1, 2)","(2, 0)","(0, 8)","(8, 6)","(6, 5)","(5, 4)","(4, 8)","(8, 2)","(2, 5)","(6, 8)","(8, 7)","(7, 3)","(3, 7)","(7, 6)","(6, 0)","(0, 4)","(4, 2)","(2, 4)","(4, 3)","(3, 6)","(6, 3)","(3, 4)","(4, 7)","(0, 1)","(1, 1)","(1, 0)","(2, 8)","(8, 4)","(4, 6)","(2, 7)","(2, 2)",,,,,,,,,,,
54,"(0, 4)","(4, 7)","(7, 2)","(2, 0)","(0, 2)","(2, 6)","(6, 8)","(8, 2)","(2, 8)","(8, 8)","(8, 1)","(1, 6)","(6, 4)","(4, 6)","(6, 7)","(7, 0)","(0, 6)","(6, 1)","(1, 8)","(8, 7)","(7, 5)","(5, 8)","(8, 6)","(6, 5)","(5, 4)","(4, 1)","(1, 3)","(3, 8)","(8, 0)","(2, 1)","(1, 7)","(7, 7)","(7, 6)","(6, 2)","(2, 4)","(4, 8)","(8, 4)","(1, 5)","(5, 7)","(7, 1)","(1, 1)","(1, 0)","(7, 8)","(8, 5)","(5, 6)","(6, 0)","(2, 7)","(3, 4)","(3, 6)","(2, 5)","(5, 3)","(3, 2)","(2, 2)","(2, 3)",,,,,,,,,,,,,,,,,,,,,,,,,,,
55,"(0, 5)","(5, 5)","(5, 6)","(6, 0)","(0, 4)","(4, 2)","(2, 4)","(4, 8)","(8, 5)","(5, 2)","(2, 2)","(2, 8)","(8, 3)","(3, 0)","(0, 3)","(3, 4)","(4, 7)","(7, 7)","(7, 0)","(4, 4)","(4, 0)","(5, 0)","(1, 3)","(3, 6)","(6, 5)","(5, 1)","(1, 8)","(8, 6)","(6, 1)","(1, 5)","(2, 7)","(7, 6)","(6, 4)","(4, 3)","(3, 7)","(7, 5)","(7, 2)","(2, 1)","(1, 2)","(2, 5)","(8, 2)","(2, 0)","(4, 5)","(2, 6)","(6, 7)","(7, 3)","(3, 8)","(8, 8)","(8, 7)","(7, 4)","(4, 6)","(1, 4)","(4, 1)","(1, 0)","(8, 0)","(1, 6)","(1, 1)","(1, 7)","(2, 3)","(3, 5)","(3, 1)","(3, 2)","(8, 1)",,,,,,,,,,,,,,,,,,
56,"(6, 5)","(5, 7)","(7, 1)","(1, 0)","(0, 3)","(3, 1)","(1, 3)","(3, 3)","(3, 8)","(8, 4)","(4, 7)","(7, 6)","(6, 6)","(6, 0)","(0, 7)","(7, 7)","(7, 3)","(3, 5)","(5, 4)","(4, 3)","(3, 7)","(7, 0)","(0, 1)","(1, 2)","(2, 0)","(0, 4)","(4, 2)","(2, 4)","(4, 0)","(0, 5)","(5, 8)","(8, 7)","(7, 5)","(5, 2)","(2, 1)","(1, 4)","(4, 5)","(5, 5)","(5, 1)","(1, 8)","(8, 8)","(8, 2)","(2, 8)","(8, 5)","(5, 0)","(0, 6)","(6, 8)","(8, 3)","(3, 6)","(6, 2)","(2, 6)","(6, 1)","(0, 2)","(2, 2)","(2, 7)","(7, 8)",,,,,,,,,,,,,,,,,,,,,,,,,
57,"(7, 5)","(5, 8)","(8, 7)","(7, 2)","(2, 8)","(8, 3)","(3, 3)","(3, 2)","(2, 2)","(2, 3)","(3, 1)","(1, 4)","(4, 4)","(4, 0)","(0, 6)","(6, 8)","(8, 2)","(2, 6)","(6, 7)","(7, 1)","(1, 6)","(6, 3)","(3, 6)","(6, 6)","(6, 1)","(1, 5)","(5, 0)","(0, 0)","(0, 2)","(2, 0)","(0, 7)","(7, 0)","(0, 1)","(1, 2)","(5, 6)","(6, 5)","(5, 2)","(1, 1)","(1, 7)","(5, 7)","(8, 4)","(4, 7)","(0, 8)","(8, 5)","(5, 5)","(5, 1)","(1, 8)","(8, 0)","(3, 8)","(8, 8)","(8, 1)","(3, 5)","(5, 4)","(4, 8)","(4, 3)","(3, 0)","(6, 4)","(4, 5)","(3, 7)",,,,,,,,,,,,,,,,,,,,,,
58,"(5, 2)","(2, 7)","(7, 6)","(6, 4)","(4, 7)","(7, 3)","(3, 6)","(6, 0)","(0, 5)","(5, 7)","(7, 4)","(4, 0)","(0, 0)","(0, 1)","(1, 4)","(4, 3)","(3, 2)","(2, 5)","(5, 1)","(1, 2)","(2, 4)","(4, 8)","(8, 6)","(6, 6)","(6, 7)","(7, 0)","(0, 2)","(2, 8)","(8, 0)","(0, 8)","(8, 2)","(2, 0)","(0, 7)","(7, 2)","(2, 6)","(6, 1)","(1, 7)","(7, 7)","(7, 1)","(1, 6)","(6, 2)","(2, 2)","(1, 1)","(5, 3)","(3, 5)","(5, 5)","(5, 4)","(4, 6)","(6, 3)","(3, 8)","(8, 5)","(5, 6)","(6, 8)","(8, 4)","(5, 0)","(0, 4)","(0, 6)","(6, 5)","(7, 5)","(8, 7)","(7, 8)","(8, 3)","(3, 0)","(0, 3)","(3, 7)","(3, 3)","(3, 1)","(8, 8)","(8, 1)",,,,,,,,,,,,
59,"(0, 6)","(6, 7)","(7, 1)","(1, 3)","(3, 5)","(5, 6)","(6, 6)","(6, 0)","(0, 1)","(1, 7)","(7, 8)","(8, 3)","(3, 3)","(3, 2)","(2, 2)","(2, 0)","(0, 8)","(8, 6)","(6, 2)","(2, 3)","(3, 8)","(8, 1)","(1, 1)","(1, 4)","(4, 1)","(1, 5)","(5, 2)","(2, 4)","(4, 3)","(3, 7)","(7, 7)","(7, 4)","(4, 0)","(0, 2)","(2, 5)","(5, 7)","(7, 6)","(6, 3)","(3, 4)","(4, 8)","(8, 4)","(4, 6)","(6, 1)","(5, 8)","(8, 0)","(0, 4)","(4, 2)","(2, 1)","(0, 5)","(6, 4)","(6, 8)","(8, 8)","(8, 2)","(2, 6)","(6, 5)","(0, 0)","(0, 7)",,,,,,,,,,,,,,,,,,,,,,,,
60,"(2, 0)","(0, 4)","(4, 4)","(4, 1)","(1, 8)","(8, 7)","(7, 4)","(4, 5)","(5, 3)","(3, 1)","(1, 0)","(0, 6)","(6, 8)","(8, 1)","(1, 4)","(4, 0)","(0, 0)","(0, 5)","(5, 2)","(2, 6)","(6, 0)","(0, 7)","(7, 3)","(3, 0)","(0, 2)","(2, 5)","(5, 0)","(0, 3)","(3, 7)","(7, 6)","(6, 4)","(4, 2)","(2, 1)","(7, 2)","(2, 8)","(8, 4)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,"(7, 4)","(4, 3)","(3, 8)","(8, 8)","(8, 3)","(3, 1)","(1, 1)","(1, 2)","(2, 3)","(3, 7)","(7, 2)","(2, 1)","(1, 7)","(7, 7)","(7, 3)","(3, 0)","(0, 0)","(0, 1)","(1, 0)","(0, 6)","(6, 0)","(0, 8)","(8, 2)","(2, 2)","(2, 4)","(4, 6)","(6, 6)","(6, 3)","(3, 4)","(4, 8)","(8, 1)","(1, 3)","(3, 2)","(2, 8)","(8, 5)","(5, 2)","(2, 5)","(5, 5)","(5, 1)","(1, 5)","(5, 6)","(6, 1)","(1, 4)","(4, 4)","(4, 1)","(7, 6)","(6, 4)","(4, 2)","(6, 5)","(5, 0)","(0, 2)","(8, 4)","(0, 5)","(5, 7)","(7, 5)","(5, 4)","(8, 7)","(0, 3)","(3, 3)","(3, 6)","(6, 7)","(8, 0)","(0, 4)","(6, 8)","(3, 5)","(5, 8)","(6, 2)","(0, 7)",,,,,,,,,,,,,
